UniqueIndexID	Source	Acceptability	Sentence	Split
2729	Elia-et-al_1981	1	C'è pioggia.	train
2730	Elia-et-al_1981	1	C'è l'alba.	train
2731	Elia-et-al_1981	1	C'è neve.	train
2732	Elia-et-al_1981	1	Ieri nevicò ed oggi c'è neve sulle piste.	train
2733	Elia-et-al_1981	1	In quest'istante non nevica, ma c'è neve sulle piste.	train
2734	Elia-et-al_1981	0	In quest'istante non nevica, ma nevica.	train
2735	Elia-et-al_1981	1	Giulia dorme.	train
2736	Elia-et-al_1981	1	Beatrice piroetta.	train
2737	Elia-et-al_1981	1	Riccardo delira.	train
2738	Elia-et-al_1981	1	Andrea zoppica.	train
2739	Elia-et-al_1981	1	Il tuo ragionamento zoppica.	train
2740	Elia-et-al_1981	1	Leonardo zoppica verso la finestra.	train
2741	Elia-et-al_1981	1	Maria volteggia verso Edoardo.	train
2742	Elia-et-al_1981	1	Riccardo si sposta zoppicando verso la finestra.	train
2743	Elia-et-al_1981	1	Sofia si sposta volteggiando verso Lorenzo.	train
2744	Elia-et-al_1981	1	Il ciliegio fruttifica.	train
2745	Elia-et-al_1981	1	Quel motore carbura bene.	train
2746	Elia-et-al_1981	1	Il computer si comporta bizzarramente.	train
2747	Elia-et-al_1981	1	Alessandro si comporta bizzarramente.	train
2748	Elia-et-al_1981	1	I cattivi ministri purtroppo esistono.	train
2749	Elia-et-al_1981	1	I cibi precotti purtroppo esistono.	train
2750	Elia-et-al_1981	1	Alessandro si arrende ai nemici.	train
2751	Elia-et-al_1981	1	Francesco ottempera ai propri doveri.	train
2752	Elia-et-al_1981	1	L'ingegnere supervisiona i lavori.	train
2753	Elia-et-al_1981	1	Quegli smeraldi appartengono alla contessa.	train
2754	Elia-et-al_1981	1	Gabriele disobbedisce agli ordini.	train
2755	Elia-et-al_1981	1	Andrea disobbedisce ad Alice.	train
2756	Elia-et-al_1981	1	Quei gioielli appartengono a Maria.	train
2757	Elia-et-al_1981	1	Quei gioielli appartengono alla collezione Colomba-Fossati.	train
2758	Elia-et-al_1981	1	Giulia nacque prima di Gabriele.	train
2759	Elia-et-al_1981	1	Beatrice gli nacque prima.	train
2760	Elia-et-al_1981	1	Riccardo manca i suoi doveri.	train
2761	Elia-et-al_1981	1	Andrea vi manca.	train
2762	Elia-et-al_1981	1	Le stelle splendono nel cielo.	train
2763	Elia-et-al_1981	1	Il cielo splende di stelle.	train
2764	Elia-et-al_1981	1	Paola sogna in biblioteca.	train
2765	Elia-et-al_1981	1	Beatrice parte per Philadelphia.	train
2766	Elia-et-al_1981	1	Giulia entra in discoteca.	train
2767	Elia-et-al_1981	1	Gabriele disegna polli e polpi sui muri.	train
2768	Elia-et-al_1981	1	I crostacei pullulano nei mari del Sud.	train
2769	Elia-et-al_1981	0	La spiaggia gioca di bambini.	train
2770	Elia-et-al_1981	1	I bambini saltellano sul prato.	train
2771	Elia-et-al_1981	0	Il prato saltella di bambini.	train
2772	Elia-et-al_1981	1	Ministri abbondano in Italia.	train
2773	Elia-et-al_1981	1	Generali abbondano in Italia.	train
2774	Elia-et-al_1981	1	Terroristi abbondano in Italia.	train
2775	Elia-et-al_1981	1	Paola, Leonardo e Lorenzo abbondano sulla spiaggia.	train
2776	Elia-et-al_1981	1	Giulia, Gabriele e Riccardo pullulano sulla spiaggia.	train
2777	Elia-et-al_1981	0	I ministeri abbondano di burocrati volontariamente.	train
2778	Elia-et-al_1981	1	I ministeri pullulano di burocrati.	train
2779	Elia-et-al_1981	1	I ministeri brulicano di burocrati.	train
2780	Elia-et-al_1981	1	Le pallottole fischiano nell'aria.	train
2781	Elia-et-al_1981	1	L'aria fischia di pallottole.	train
2782	Elia-et-al_1981	1	Le campane risuonano sul campanile.	train
2783	Elia-et-al_1981	1	Il campanile risuona dei suoni squillanti della campane.	train
2784	Elia-et-al_1981	1	Un cigolio cigola in quel macchinario.	train
2785	Elia-et-al_1981	1	Quel macchinario cigola di un irritante cigolio.	train
2786	Elia-et-al_1981	0	Il cielo brilla di una stella.	train
2787	Elia-et-al_1981	1	Il vestito di Maria splende di uno stupendo diamante.	train
2788	Elia-et-al_1981	1	Il vestito di Paola brilla di uno stupendo diamante.	train
2789	Elia-et-al_1981	1	I mostri verdastri pullulano nei sogni di Maria.	train
2790	Elia-et-al_1981	1	I mostri verdastri brulicano nei sogni di Beatrice.	train
2791	Elia-et-al_1981	1	I sogni di Giulia pullulano di mostri verdastri.	train
2792	Elia-et-al_1981	1	I sogni di Sofia brulicano di mostri verdastri.	train
2793	Elia-et-al_1981	0	Un ragno pullula nel giardino.	train
2794	Elia-et-al_1981	0	Il giardino pullula di un ragno.	train
2795	Elia-et-al_1981	0	Il giardino brulica di un ragno.	train
2796	Elia-et-al_1981	0	La torre del castello garrisce di uno stendardo.	train
2797	Elia-et-al_1981	1	Centinaia di stendardi sventolavano sulla torre del castello.	train
2798	Elia-et-al_1981	1	La torre del castello garriva di centinaia di stendardi.	train
2799	Elia-et-al_1981	1	Una farfalla rosa si posa su un braccio di Maria.	train
2800	Elia-et-al_1981	1	Una farfalla rosa si posa su Paola.	train
2801	Elia-et-al_1981	1	L'allegria risplende in Giulia.	train
2802	Elia-et-al_1981	1	L'allegria risplende negli occhi di Alice.	train
2803	Elia-et-al_1981	1	La coca cola frizza.	train
2804	Elia-et-al_1981	1	Il danaro spesso scarseggia.	train
2805	Elia-et-al_1981	0	Il giardino pullula.	train
2806	Elia-et-al_1981	0	La piazza pullula nuovamente.	train
2807	Elia-et-al_1981	1	Il cielo brilla.	train
2808	Elia-et-al_1981	1	La caverna rimbomba.	train
2809	Elia-et-al_1981	1	Quel diamante risplende.	train
2810	Elia-et-al_1981	1	Quel diamante splende sul dito della contessa.	train
2811	Elia-et-al_1981	1	Quel diamante risplende di riflessi scintillanti.	train
2812	Elia-et-al_1981	1	La neve biancheggia dalle cime delle montagne.	train
2813	Elia-et-al_1981	1	Un allegro fuocherello crepitava dal caminetto.	train
2814	Elia-et-al_1981	1	Il vino manca da casa di Giulia.	train
2815	Elia-et-al_1981	1	Il danaro scarseggia dalle tasche di Gabriele.	train
2816	Elia-et-al_1981	1	Il racconto di Paola eccedeva in particolari disgustosi.	train
2817	Elia-et-al_1981	1	La campagna è tutta un mormorio di cicale.	train
2818	Elia-et-al_1981	1	La casa è tutta un risuonare di grida festose.	train
2819	Elia-et-al_1981	1	Il cielo è tutto uno sfavillare di stelle.	train
2820	Elia-et-al_1981	1	Il cielo è tutto uno scintillio di stelle.	train
2821	Elia-et-al_1981	1	I bambini cantavano nella scuola.	train
2822	Elia-et-al_1981	1	Leonardo arde di passione.	train
2823	Elia-et-al_1981	1	Riccardo arde dalla passione.	train
2824	Elia-et-al_1981	1	Maria arde di passione.	train
2825	Elia-et-al_1981	1	Paola luccicava di emozione.	train
2826	Elia-et-al_1981	1	Il cuore gli palpita di angoscia.	train
2827	Elia-et-al_1981	1	Il cuore gli palpita dall'angoscia.	train
2828	Elia-et-al_1981	0	Da che cosa splende Paola?	train
2829	Elia-et-al_1981	1	Lorenzo freme per l'impazienza.	train
2830	Elia-et-al_1981	1	Alice avvampa d'ira.	train
2831	Elia-et-al_1981	1	Giulia avvampa per l'ira.	train
2832	Elia-et-al_1981	1	Emma canta un Lieder.	train
2833	Elia-et-al_1981	1	Alice canta di gioia.	train
2834	Elia-et-al_1981	1	Paola canta per la gioia.	train
2835	Elia-et-al_1981	1	Emma canta dalla gioia.	train
2836	Elia-et-al_1981	1	Paola farfuglia di imbarazzo.	train
2837	Elia-et-al_1981	1	Maria farfuglia per l'imbarazzo.	train
2838	Elia-et-al_1981	1	Giulia farfuglia dall'imbarazzo.	train
2839	Elia-et-al_1981	1	Paola farfugliò che sarebbe partita.	train
2840	Elia-et-al_1981	0	La tibia e il perone di Lorenzo fremono dal terrore.	train
2841	Elia-et-al_1981	0	La tibia e il perone di Leonardo fremono per il terrore.	train
2842	Elia-et-al_1981	1	Una certa idea germoglia nel suo animo.	train
2843	Elia-et-al_1981	1	Le idee scarseggiano nel suo animo.	train
2844	Elia-et-al_1981	1	Le idee scarseggiano dal suo animo.	train
2845	Elia-et-al_1981	1	Quell'idea sfavillava nel suo animo.	train
2846	Elia-et-al_1981	1	Quell'idea gli brilla nell'animo.	train
2847	Elia-et-al_1981	0	Quell'idea nasce nel suo animo.	train
2848	Elia-et-al_1981	1	L'idea rivoluzionaria rosseggiava ancora nell'animo del vecchio anarchico.	train
2849	Elia-et-al_1981	1	Le conseguenze dipendono dalle premesse.	train
2850	Elia-et-al_1981	1	Andrea dipende da Beatrice.	train
2851	Elia-et-al_1981	1	Tutto ciò consegue dal fatto che siete partiti.	train
2852	Elia-et-al_1981	1	Il tuo entusiasmo si sprigiona dall'idea che Maria ti ami.	train
2853	Elia-et-al_1981	1	Maria nuota dalla spiaggia all'isolotto.	train
2854	Elia-et-al_1981	1	Tommaso viene da Roma.	train
2855	Elia-et-al_1981	1	Tommaso giunge da Bruxelles.	train
2856	Elia-et-al_1981	1	Paola mangia pasticcini.	train
2857	Elia-et-al_1981	1	Maria mangia pasticcini a casa.	train
2858	Elia-et-al_1981	1	Gabriele parla di Riccardo con Lorenzo.	train
2859	Elia-et-al_1981	1	Lorenzo parla di Andrea con Lorenzo a Barcellona.	train
2860	Elia-et-al_1981	1	Paola scolpisce una statua in creta.	train
2861	Elia-et-al_1981	1	Maria scolpisce una statua di creta nel suo studio.	train
2862	Elia-et-al_1981	1	La neve approda sulla riva.	train
2863	Elia-et-al_1981	1	La neve ci approda.	train
2864	Elia-et-al_1981	1	L'avvoltoio piomba sulla preda.	train
2865	Elia-et-al_1981	1	L'avvoltoio ci piomba.	train
2866	Elia-et-al_1981	1	L'avvoltoio vi piomba.	train
2867	Elia-et-al_1981	1	Gabriele ritorna in ufficio.	train
2868	Elia-et-al_1981	1	Tommaso ci ritorna.	train
2869	Elia-et-al_1981	1	Maria fugge in Olanda.	train
2870	Elia-et-al_1981	1	Gabriele giunge a casa.	train
2871	Elia-et-al_1981	1	Il sasso piombò sulla parete.	train
2872	Elia-et-al_1981	1	Il sasso piombò contro la parete.	train
2873	Elia-et-al_1981	1	Il gruppetto scendeva verso il fondovalle.	train
2874	Elia-et-al_1981	1	Maria fugge verso le Indie.	train
2875	Elia-et-al_1981	1	Maria fugge verso le Indie ma non giunge alle Indie.	train
2876	Elia-et-al_1981	1	La barca attracca verso l'estremità della banchina.	train
2877	Elia-et-al_1981	1	Leonardo si assenta dall'ufficio.	train
2878	Elia-et-al_1981	1	Tommaso se ne assenta.	train
2879	Elia-et-al_1981	1	Riccardo arriva a Parigi.	train
2880	Elia-et-al_1981	1	Riccardo arriva da New York.	train
2881	Elia-et-al_1981	1	Sofia viene in Istituto.	train
2882	Elia-et-al_1981	1	Paola viene dalla luna.	train
2883	Elia-et-al_1981	1	Maria emigra in Albania.	train
2884	Elia-et-al_1981	1	Sofia emigra dall'Italia.	train
2885	Elia-et-al_1981	1	La barca attracca da Genova.	train
2886	Elia-et-al_1981	1	Beatrice fuggì da casa in Marocco.	train
2887	Elia-et-al_1981	1	La trave piombò dal soffitto sul pavimento.	train
2888	Elia-et-al_1981	1	Maria discende dal terrazzo in cantina.	train
2889	Elia-et-al_1981	0	Maria ricompare da Venezia in America.	train
2890	Elia-et-al_1981	0	L'aereo decolla dalla pista in Norvegia.	train
2891	Elia-et-al_1981	1	L'acqua scorre lungo la parete.	train
2892	Elia-et-al_1981	1	Riccardo striscia lungo il sentiero.	train
2893	Elia-et-al_1981	1	Riccardo si arrampica sulla parete rocciosa.	train
2894	Elia-et-al_1981	1	L'acqua scorre sulla parete.	train
2895	Elia-et-al_1981	1	L'acqua ci scorre.	train
2896	Elia-et-al_1981	1	Maria fugge dalle braccia di Gabriele.	train
2897	Elia-et-al_1981	1	Il proposito di partire svanì dall'animo di Riccardo.	train
2898	Elia-et-al_1981	1	Il gatto ricadde sulle zampe.	train
2899	Elia-et-al_1981	1	La contessa abita in rue Racine.	train
2900	Elia-et-al_1981	1	Blue Francesco dimora in una villa lussuosa.	train
2901	Elia-et-al_1981	1	Tommaso gioca sulla strada.	train
2902	Elia-et-al_1981	1	Una sottile pioggia scendeva dal cielo.	train
2903	Elia-et-al_1981	1	Il sasso affondò nell'acqua.	train
2904	Elia-et-al_1981	1	Le fondamenta dell'edificio affondano nel suolo.	train
2905	Elia-et-al_1981	1	Paola entra nel bosco.	train
2906	Elia-et-al_1981	1	Il sentiero entra nel bosco.	train
2907	Elia-et-al_1981	1	La strada discende a valle.	train
2908	Elia-et-al_1981	1	Lo scoglio emerge dall'acqua.	train
2909	Elia-et-al_1981	1	Il nome di Francesco compare nell'elenco.	train
2910	Elia-et-al_1981	1	Il sentiero arriva dal casolare.	train
2911	Elia-et-al_1981	1	Il sentiero vi arriva.	train
2912	Elia-et-al_1981	1	La roccia ne affiora.	train
2913	Elia-et-al_1981	1	Riccardo litiga con Alessandro.	train
2914	Elia-et-al_1981	1	Riccardo ed Alessandro litigano.	train
2915	Elia-et-al_1981	1	Il bianco contrasta con il nero.	train
2916	Elia-et-al_1981	1	Il bianco e il nero contrastano.	train
2917	Elia-et-al_1981	1	Riccardo schermisce con Gabriele.	train
2918	Elia-et-al_1981	1	Alessandro e Francesco schermiscono.	train
2919	Elia-et-al_1981	1	Leonardo cade nell'abiezione con Paola.	train
2920	Elia-et-al_1981	1	Francesco ed Emma cadono nell'abiezione.	train
2921	Elia-et-al_1981	1	Maria parla con Paola.	train
2922	Elia-et-al_1981	1	Paola ed Emma parlano.	train
2923	Elia-et-al_1981	1	Gabriele dipinge con Alessandro.	train
2924	Elia-et-al_1981	1	Tommaso e Gabriele dipingono.	train
2925	Elia-et-al_1981	1	Maria amoreggia con Edoardo.	train
2926	Elia-et-al_1981	1	Tale affermazione concorda con le mie convinzioni.	train
2927	Elia-et-al_1981	1	I miei desideri corrispondono con i tuoi.	train
2928	Elia-et-al_1981	1	Edoardo contrasta con Francesco.	train
2929	Elia-et-al_1981	1	Don Chisciotte si batte con i mulini a vento.	train
2930	Elia-et-al_1981	1	Leonardo amoreggia con il Buddismo.	train
2931	Elia-et-al_1981	1	Beatrice lotta con Maria su questo punto.	train
2932	Elia-et-al_1981	1	Emma conta fino a cento.	train
2933	Elia-et-al_1981	1	L'esercito capitolò davanti al nemico.	train
2934	Elia-et-al_1981	1	Molti abusano della pazienza di Francesco.	train
2935	Elia-et-al_1981	1	La bomba volò in mille pezzi.	train
2936	Elia-et-al_1981	1	Sofia regna sui suoi sudditi.	train
2937	Elia-et-al_1981	1	Gabriele si diverte con lo scopone.	train
2938	Elia-et-al_1981	1	Andrea fugge davanti ad ogni problema.	train
2939	Elia-et-al_1981	1	Riccardo fotografa questa persona.	train
2940	Elia-et-al_1981	1	Edoardo fotografa questa cosa.	train
2941	Elia-et-al_1981	0	Gabriele questa cosa.	train
2942	Elia-et-al_1981	1	Edoardo fotografa il paesaggio.	train
2943	Elia-et-al_1981	1	L'assemblea elegge Gabriele presidente.	train
2944	Elia-et-al_1981	1	Paola dà un libro a Gabriele.	train
2945	Elia-et-al_1981	1	Edoardo sazia Giulia di baci.	train
2946	Elia-et-al_1981	1	Andrea libera il cane dalle catene.	train
2947	Elia-et-al_1981	0	Leonardo accumula giocattolo.	train
2948	Elia-et-al_1981	0	Emma colleziona francobollo.	train
2949	Elia-et-al_1981	0	Gabriele divide il libro in paragrafo.	train
2950	Elia-et-al_1981	1	Giulia ammassa oro.	train
2951	Elia-et-al_1981	1	Emma colleziona soltanto la farfalla del Nilo superiore.	train
2952	Elia-et-al_1981	1	Tommaso ha riunito Giulia, Paola ed Alice nella stessa stanza.	train
2953	Elia-et-al_1981	1	Andrea ha suddiviso il gruppo di Gabriele, Lorenzo e Riccardo.	train
2954	Elia-et-al_1981	1	Francesco ha rotto il vaso in mille pezzi.	train
2955	Elia-et-al_1981	1	Beatrice carezzò a lungo il volto a Gabriele.	train
2956	Elia-et-al_1981	1	Maria gli carezzò a lungo il volto.	train
2957	Elia-et-al_1981	1	Sofia carezzò a lungo il braccio di Paola.	train
2958	Elia-et-al_1981	1	Sofia ne carezzò a lungo il braccio.	train
2959	Elia-et-al_1981	1	Giulia gli carezzò a lungo il volto a Leonardo.	train
2960	Elia-et-al_1981	0	Paola ne carezzò a lungo il braccio di Alice.	train
2961	Elia-et-al_1981	1	L'artrosi ha paralizzato le mani di Tommaso.	train
2962	Elia-et-al_1981	1	L'artrosi gli ha paralizzato le mani.	train
2963	Elia-et-al_1981	0	Riccardo colpì le gambe al vecchio.	train
2964	Elia-et-al_1981	1	Leonardo colpì le gambe del vecchio.	train
2965	Elia-et-al_1981	1	Lorenzo colpì le gambe.	train
2966	Elia-et-al_1981	1	Alessandro ne colpì le gambe.	train
2967	Elia-et-al_1981	0	Edoardo vide il volto all'assassino.	train
2968	Elia-et-al_1981	1	Tommaso vide il volto dell'assassino.	train
2969	Elia-et-al_1981	1	Alessandro ne vide il volto.	train
2970	Elia-et-al_1981	0	Leonardo guarda il faccia a Sofia.	train
2971	Elia-et-al_1981	1	Riccardo guarda la faccia di Maria.	train
2972	Elia-et-al_1981	1	Riccardo le guarda la faccia.	train
2973	Elia-et-al_1981	1	Alessandro ne guarda la faccia.	train
2974	Elia-et-al_1981	0	Maria studia il comportamento a Riccardo.	train
2975	Elia-et-al_1981	1	Maria studia il comportamento di Lorenzo.	train
2976	Elia-et-al_1981	1	Alice gli studia il comportamento.	train
2977	Elia-et-al_1981	1	Emma ne studia il comportamento.	train
2978	Elia-et-al_1981	1	Paola gli pulì la macchina a Riccardo.	train
2979	Elia-et-al_1981	1	A Tommaso Maria gli pulì la macchina.	train
2980	Elia-et-al_1981	1	Gabriele ha costruito un palazzo di sei piani.	train
2981	Elia-et-al_1981	1	Maria ha cucinato una paella valenciana.	train
2982	Elia-et-al_1981	1	La gatta di Maria ha procreato dodici gattini.	train
2983	Elia-et-al_1981	1	Sofia ha partorito un'idea geniale nel suo ultimo saggio.	train
2984	Elia-et-al_1981	1	Alessandro ha costruito un capanno nel giardino.	train
2985	Elia-et-al_1981	1	C'è un capanno nel giardino.	train
2986	Elia-et-al_1981	1	Lorenzo corteggia Alice.	train
2987	Elia-et-al_1981	1	Tommaso fa la corte a Paola.	train
2988	Elia-et-al_1981	1	Tommaso brutalizza Paola.	train
2989	Elia-et-al_1981	1	Edoardo ammucchia i documenti in tanti mucchi diversi.	train
2990	Elia-et-al_1981	1	Il Giappone convertì la Manciuria in colonia.	train
2991	Elia-et-al_1981	1	Il vizio imbruttisce gli uomini.	train
2992	Elia-et-al_1981	1	Il vizio rende brutti gli uomini.	train
2993	Elia-et-al_1981	1	Giulia ammassa gioielli.	train
2994	Elia-et-al_1981	1	Giulia ammassa gioielli nella sua cassaforte.	train
2995	Elia-et-al_1981	1	Gabriele aveva ammassato pacchetti.	train
2996	Elia-et-al_1981	1	Andrea aveva ammassato pacchetti nel cassetto.	train
2997	Elia-et-al_1981	1	Lorenzo aveva ammassato pacchetti dal dentista.	train
2998	Elia-et-al_1981	1	Leonardo aveva ammassato pacchetti sul tavolo.	train
2999	Elia-et-al_1981	1	Alessandro aveva ammassato pacchetti intorno alla sedia.	train
3000	Elia-et-al_1981	1	Riccardo vi aveva ammassato pacchetti.	train
3001	Elia-et-al_1981	1	Paola classifica i dati in varie classi distinte.	train
3002	Elia-et-al_1981	1	Il servizio d'ordine organizza i manifestanti a piccoli gruppi.	train
3003	Elia-et-al_1981	1	Edoardo classifica i dati in dieci classi.	train
3004	Elia-et-al_1981	1	Alessandro classifica i dati in una elaborata classificazione.	train
3005	Elia-et-al_1981	1	Gabriele classifica i dati in un classificatore di plastica.	train
3006	Elia-et-al_1981	1	Andrea classifica i dati in un classificatore di metallo.	train
3007	Elia-et-al_1981	1	Un classificatore di metallo raccoglie i dati.	train
3008	Elia-et-al_1981	1	Alessandro ha ammassato i dati in un'enorme documentazione.	train
3009	Elia-et-al_1981	1	Edoardo ha ammassato un'enorme documentazione.	train
3010	Elia-et-al_1981	1	L'avaro accumula.	train
3011	Elia-et-al_1981	1	Edoardo conta biglietti da mille.	train
3012	Elia-et-al_1981	1	Francesco conta.	train
3013	Elia-et-al_1981	1	Paola taglia il pane a fette.	train
3014	Elia-et-al_1981	1	Maria analizza il testo in frasi semplici.	train
3015	Elia-et-al_1981	1	Un'analisi documentatissima analizza il testo.	train
3016	Elia-et-al_1981	1	Paola affetta il prosciutto in parti uguali.	train
3017	Elia-et-al_1981	1	Maria affetta il prosciutto con un'affettatrice elettrica.	train
3018	Elia-et-al_1981	1	Riccardo ha analizzato il fatto che tu sia venuto in termini freudiani.	train
3019	Elia-et-al_1981	1	Il Sergente distribuisce i soldati in file di dieci.	train
3020	Elia-et-al_1981	1	Lorenzo distribuisce i pezzi nelle varie caselle.	train
3021	Elia-et-al_1981	1	Riccardo affetta il pane in fette perfettamente uguali.	train
3022	Elia-et-al_1981	1	Beatrice taglia fette di pane.	train
3023	Elia-et-al_1981	1	L'impresa ha lottizzato la campagna in piccoli appezzamenti.	train
3024	Elia-et-al_1981	1	L'impresa ha lottizzato piccoli appezzamenti dalla campagna.	train
3025	Elia-et-al_1981	1	I mulini macinano il grano.	train
3026	Elia-et-al_1981	1	I mulini macinano.	train
3027	Elia-et-al_1981	1	Le bombe dilaniano i soldati.	train
3028	Elia-et-al_1981	1	Le bombe dilaniano.	train
3029	Elia-et-al_1981	1	Tommaso distribuisce caramelle fra i bambini.	train
3030	Elia-et-al_1981	1	Andrea disperde le sue energie in vari lavori.	train
3031	Elia-et-al_1981	1	Paola carezzò il volto a Tommaso.	train
3032	Elia-et-al_1981	1	Beatrice carezzò il volto di Andrea.	train
3033	Elia-et-al_1981	1	Alice carezzò Edoardo sul volto.	train
3034	Elia-et-al_1981	1	Maria pizzicò il sedere ad Edoardo.	train
3035	Elia-et-al_1981	1	Maria pizzicò il sedere di Alessandro.	train
3036	Elia-et-al_1981	1	Maria gli pizzicò il sedere.	train
3037	Elia-et-al_1981	1	Sofia pizzicò Tommaso sul sedere.	train
3038	Elia-et-al_1981	1	Leonardo afferrò il collo della bottiglia.	train
3039	Elia-et-al_1981	1	Gabriele afferrò la bottiglia per il collo.	train
3040	Elia-et-al_1981	1	Riccardo tirò la maniglia della porta.	train
3041	Elia-et-al_1981	1	Gabriele tirò la porta per la maniglia.	train
3042	Elia-et-al_1981	1	Francesco carezzò la testa del gatto.	train
3043	Elia-et-al_1981	1	Edoardo carezzò la testa al gatto.	train
3044	Elia-et-al_1981	1	Questa situazione complica la vita ad Edoardo.	train
3045	Elia-et-al_1981	1	Questa situazione complica la vita di Riccardo.	train
3046	Elia-et-al_1981	1	Maria afferrò la mano ad Andrea.	train
3047	Elia-et-al_1981	1	Paola afferrò Riccardo per la mano.	train
3048	Elia-et-al_1981	1	Paola pizzicò il sedere ad Andrea.	train
3049	Elia-et-al_1981	1	Maria pizzicò il sedere di Francesco.	train
3050	Elia-et-al_1981	1	Beatrice pizzicò Edoardo sul sedere.	train
3051	Elia-et-al_1981	1	L'infermiere massaggiò la gamba a Riccardo.	train
3052	Elia-et-al_1981	1	L'infermiere massaggiò la gamba di Riccardo.	train
3053	Elia-et-al_1981	1	L'infermiere massaggiò Riccardo alla gamba.	train
3054	Elia-et-al_1981	1	Paola solleticò il collo di Francesco.	train
3055	Elia-et-al_1981	1	Emma solleticò Edoardo intorno al collo.	train
3056	Elia-et-al_1981	1	I gatti graffiano i cani sul muso.	train
3057	Elia-et-al_1981	1	I cani mordono le persone che li temono.	train
3058	Elia-et-al_1981	1	I cani mordono.	train
3059	Elia-et-al_1981	1	Il medico ha cauterizzato le tonsille a Riccardo.	train
3060	Elia-et-al_1981	1	Il medico ha cauterizzato le tonsille di Riccardo.	train
3061	Elia-et-al_1981	1	Il medico gli ha cauterizzato le tonsille.	train
3062	Elia-et-al_1981	1	Le tonsille di Riccardo sono cauterizzate.	train
3063	Elia-et-al_1981	0	Il braccio di Riccardo è spezzato per due ore.	train
3064	Elia-et-al_1981	1	Il sangue coagula.	train
3065	Elia-et-al_1981	1	L'età avvizzisce gli uomini.	train
3066	Elia-et-al_1981	1	Gli uomini avvizziscono.	train
3067	Elia-et-al_1981	1	Questa malattia paralizza le gambe di Lorenzo.	train
3068	Elia-et-al_1981	1	Questa malattia paralizza.	train
3069	Elia-et-al_1981	1	Il vetriolo sfigura.	train
3070	Elia-et-al_1981	1	Edoardo costruisce una casa.	train
3071	Elia-et-al_1981	1	Andrea costruisce una casa di legno.	train
3072	Elia-et-al_1981	1	Gabriele costruisce una casa di legno nel giardino.	train
3073	Elia-et-al_1981	1	Lo scultore abbozzava cavalli in creta.	train
3074	Elia-et-al_1981	1	Il presidente appose la sua firma al documento.	train
3075	Elia-et-al_1981	1	Il cuoco di palazzo cucinò uno splendido involtino.	train
3076	Elia-et-al_1981	1	Lo sparo causò una ferita nel braccio di Maria.	train
3077	Elia-et-al_1981	1	Il sonno della ragione partorisce mostri.	train
3078	Elia-et-al_1981	1	Il fatto che la polizia italiana sia stata abbandonata al malcostume generalizzato ha partorito schiere di terroristi.	train
3079	Elia-et-al_1981	1	Lorenzo ha edificato un palazzo in marmo.	train
3080	Elia-et-al_1981	1	Alice ha disegnato un paesaggio a china.	train
3081	Elia-et-al_1981	1	Edoardo costruisce abitualmente case in legno.	train
3082	Elia-et-al_1981	1	Lorenzo costruisce abitualmente in legno.	train
3083	Elia-et-al_1981	1	Francesco costruisce abitualmente case di legno.	train
3084	Elia-et-al_1981	0	Tommaso costruisce abitualmente di legno.	train
3085	Elia-et-al_1981	1	L'artista crea capolavori.	train
3086	Elia-et-al_1981	1	L'artista crea.	train
3087	Elia-et-al_1981	1	Il sarto confeziona un paio di pantaloni.	train
3088	Elia-et-al_1981	0	Il sarto confeziona.	train
3089	Elia-et-al_1981	1	Mosè edificò un tempio in marmo sulla montagna.	train
3090	Elia-et-al_1981	0	Paola aprì una finestra in ottone sul muro.	train
3091	Elia-et-al_1981	1	La gatta figliò dodici gattini.	train
3092	Elia-et-al_1981	0	La gatta figliò dodici gattini nel divano.	train
3093	Elia-et-al_1981	1	Sofia incide le proprie iniziali nel cuoio.	train
3094	Elia-et-al_1981	1	Leonardo forgia spade in acciaio.	train
3095	Elia-et-al_1981	1	Tommaso abbozza figura in plastilina.	train
3096	Elia-et-al_1981	1	La plastilina abbozza figure.	train
3097	Elia-et-al_1981	1	Il vento abbozza figure fantastiche nel cielo.	train
3098	Elia-et-al_1981	1	Il cielo abbozza figure fantastiche.	train
3099	Elia-et-al_1981	1	Riccardo concepì la teoria delle catastrofi nel saggio del '43.	train
3100	Elia-et-al_1981	1	L'artista concepì una statua in marmo.	train
3101	Elia-et-al_1981	1	Marx elaborò la teoria della caduta tendenziale del saggio di profitto nel Capitale.	train
3102	Elia-et-al_1981	1	L'ingegner Smith costruisce.	train
3103	Elia-et-al_1981	1	Riccardo creava opere ingegnose.	train
3104	Elia-et-al_1981	1	Leonardo creava.	train
3105	Elia-et-al_1981	1	Giulia cucina.	train
3106	Elia-et-al_1981	1	Le donne partoriscono.	train
3107	Elia-et-al_1981	1	Paola caramellizza lo zucchero.	train
3108	Elia-et-al_1981	1	Beatrice caramellizza lo zucchero in caramelle.	train
3109	Elia-et-al_1981	1	Tommaso carbonizza il legno.	train
3110	Elia-et-al_1981	1	Andrea converte il legno in carbone.	train
3111	Elia-et-al_1981	1	Il governo criminalizza gli oppositori.	train
3112	Elia-et-al_1981	1	La zecca monetizza l'oro in monete da 10000 lire.	train
3113	Elia-et-al_1981	1	La zecca converte l'oro in monete da 10000 lire.	train
3114	Elia-et-al_1981	1	La zecca trasforma l'oro in monete da 10000 lire.	train
3115	Elia-et-al_1981	1	Il chimico ha cristallizzato quella sostanza in un nuovo cristallo.	train
