UniqueIndexID	Source	Acceptability	Sentence	Cleft_construction	Copular_construction	Subject-verb_agreement	Wh-islands_violations	Simple	Question	Auxiliary	Bind	Indefinite_pronouns
360	Graffi_1994	1	Lorenzo ha detto che lui parlerà, mentre gli altri non avranno il coraggio.	0	0	1	0	0	0	1	0	0
361	Graffi_1994	1	Lui ha danneggiato se stesso, nessun altro è responsabile.	0	0	1	0	0	0	0	0	0
362	Graffi_1994	1	Alessandro ha ordinato ad Edoardo di difendersi.	0	0	1	0	0	0	1	0	0
363	Graffi_1994	1	Hanno eletto Alessandro presidente del Consiglio.	0	0	1	0	0	0	1	0	0
365	Graffi_1994	1	Ho visto Leonardo uscire dal cinema.	0	0	1	0	0	0	0	0	0
366	Graffi_1994	1	Gabriele ha salutato Giulia.	0	0	0	0	1	0	0	0	0
367	Graffi_1994	1	Alice è stata salutata da Gabriele.	0	0	1	0	0	0	0	0	0
368	Graffi_1994	1	Maria è amata da Riccardo.	0	1	1	0	0	0	0	0	0
369	Graffi_1994	1	Giulia è amata.	0	1	1	0	0	0	0	0	0
370	Graffi_1994	1	È stata salutata Alice.	0	1	1	0	0	0	0	0	0
371	Graffi_1994	0	Maria è stata salutata Alice.	0	1	1	0	1	0	0	0	0
372	Graffi_1994	1	È stato scoperto un delitto.	0	1	1	0	0	0	0	0	0
373	Graffi_1994	1	Il fatto che sia stato scoperto un delitto ci ha sconvolti.	0	0	1	0	0	0	1	0	0
374	Graffi_1994	1	Lo hanno scoperto.	0	1	1	0	0	0	0	0	0
375	Graffi_1994	0	Lo è stato scoperto.	0	1	1	0	0	0	0	0	0
376	Graffi_1994	1	Esaminano molti studenti.	0	0	1	0	0	0	0	0	0
378	Graffi_1994	1	Sono esaminati molti studenti.	0	0	1	0	0	0	0	0	0
379	Graffi_1994	1	Ne sono esaminati molti.	0	0	1	0	0	0	0	0	0
385	Graffi_1994	1	Maria è arrivata.	0	1	1	0	0	0	0	0	0
386	Graffi_1994	1	Hanno parlato molti ragazzi.	0	0	1	0	0	0	0	0	0
387	Graffi_1994	1	Chi ha dato un libro a Riccardo?	0	0	0	1	0	1	0	0	0
388	Graffi_1994	1	Che cosa ha dato a Lorenzo, Tommaso?	0	0	0	1	0	1	0	0	0
397	Graffi_1994	1	Quale persona hai incontrato?	0	0	0	1	0	1	0	0	0
398	Graffi_1994	1	Chi hai incontrato?	0	0	0	1	0	1	0	0	0
399	Graffi_1994	1	Chi hai detto che hai incontrato?	0	0	0	1	0	1	0	0	0
400	Graffi_1994	1	Chi hai detto che credi che Tommaso abbia incontrato?	0	0	0	1	0	1	0	0	0
401	Graffi_1994	1	Chi hai detto che credi che Paola pensi che Riccardo abbia incontrato?	0	0	0	1	0	1	0	0	0
404	Graffi_1994	1	Ho incontrato la persona che conosceva questi segreti.	0	0	1	0	0	0	0	0	0
405	Graffi_1994	1	Ho fatto l'affermazione che Edoardo conosceva questi segreti.	0	0	1	0	0	0	0	0	0
406	Graffi_1994	0	Quali segreti hai incontrato la persona che conosceva?	0	0	0	1	0	1	0	0	0
407	Graffi_1994	0	Quali segreti hai fatto l'affermazione che Tommaso conosceva?	0	0	0	1	0	1	0	0	0
408	Graffi_1994	1	Quali segreti hai affermato che Riccardo conosceva?	0	0	0	1	0	1	0	0	0
409	Graffi_1994	1	La persona a cui ho parlato è il mio miglior amico.	0	0	1	0	0	0	1	0	0
410	Graffi_1994	1	La persona alla quale ho parlato è il mio miglior amico.	0	0	1	0	0	0	1	0	0
411	Graffi_1994	0	La persona a che ho parlato è il mio miglior amico.	0	0	1	0	0	0	1	0	0
412	Graffi_1994	1	La persona di cui ho parlato è il mio miglior amico.	0	0	1	0	0	0	1	0	0
413	Graffi_1994	1	La persona della quale ho parlato è il mio miglior amico.	0	0	1	0	0	0	1	0	0
414	Graffi_1994	0	La persona di che ho parlato è il mio miglior amico.	0	0	1	0	0	0	1	0	0
415	Graffi_1994	1	La sedia sulla quale ti sei seduto è rotta.	0	0	1	0	0	0	1	0	0
416	Graffi_1994	0	La sedia su che ti sei seduto è rotta.	0	0	1	0	0	0	1	0	0
417	Graffi_1994	1	L'uomo che ha appena parlato è mio zio.	0	0	1	0	0	0	1	0	0
418	Graffi_1994	0	L'uomo il quale ha appena parlato è mio zio.	0	0	1	0	0	0	1	0	0
419	Graffi_1994	1	L'uomo che hai conosciuto ieri è mio zio.	0	0	1	0	0	0	1	0	0
420	Graffi_1994	0	L'uomo il quale hai conosciuto ieri è mio zio.	0	0	1	0	0	0	1	0	0
421	Graffi_1994	1	Alessandro non è più il bravo ragazzo che era una volta.	0	0	0	0	0	0	1	0	0
422	Graffi_1994	0	Lorenzo non è più il bravo ragazzo il quale era una volta.	0	0	0	0	0	0	1	0	0
423	Graffi_1994	1	Cerco qualcuno con cui parlare.	0	0	0	0	0	0	1	0	1
424	Graffi_1994	1	Cerco qualcuno con il quale parlare.	0	0	0	0	0	0	1	0	1
425	Graffi_1994	1	Questa è la sedia sulla quale Lorenzo si è seduto.	0	0	0	0	0	0	1	0	0
426	Graffi_1994	1	Questa è la sedia su cui Francesco si è seduto.	0	0	0	0	0	0	1	0	0
427	Graffi_1994	0	Questa è la sedia sulla quale Francesco ha domandato quando Gabriele si è seduto.	0	0	0	0	0	0	1	0	0
428	Graffi_1994	1	Questa è la persona con la quale Leonardo ha parlato.	0	0	0	0	0	0	1	0	0
429	Graffi_1994	1	Questa è la persona con cui Andrea ha parlato.	0	0	0	0	0	0	1	0	0
430	Graffi_1994	0	Questa è la persona con la quale Riccardo ha fatto l'affermazione che Riccardo ha parlato.	0	0	0	0	0	0	1	0	0
431	Graffi_1994	1	Questo è il libro che Alessandro ha recensito.	0	0	1	0	0	0	1	0	0
432	Graffi_1994	0	Questo è il libro che Riccardo ha domandato quando Alessandro ha recensito.	0	0	0	0	0	0	1	0	0
433	Graffi_1994	1	Questa è la persona che Alessandro apprezza di più.	0	0	0	0	0	0	1	0	0
434	Graffi_1994	1	Tommaso crede che Maria abbia baciato Edoardo.	0	0	0	0	0	0	1	0	0
435	Graffi_1994	1	Chi crede Gabriele che Emma abbia baciato?	0	0	0	1	0	1	0	0	0
436	Graffi_1994	1	Che cosa legge Edoardo al mattino?	0	0	0	1	0	1	0	0	0
437	Graffi_1994	0	Che cosa Riccardo legge al mattino?	0	0	0	1	0	1	0	0	0
440	Graffi_1994	1	Giulia sembra risultare essere partita.	0	1	0	0	0	0	0	0	0
442	Graffi_1994	1	Chi ha detto che Riccardo parlerà?	0	0	0	1	0	1	0	0	0
444	Graffi_1994	1	Sofia ha promesso di parlare.	0	0	1	0	0	0	0	0	0
445	Graffi_1994	1	Paola conosce tutti.	0	0	0	0	1	0	0	0	0
446	Graffi_1994	1	Abbiamo visto Gabriele.	0	0	1	0	1	0	0	0	0
447	Graffi_1994	1	Lo abbiamo visto.	0	0	1	0	1	0	0	0	0
448	Graffi_1994	1	Gli hanno dato il premio.	0	0	1	0	0	0	0	0	0
449	Graffi_1994	1	Chi pensi che abbia visto Riccardo?	0	0	0	1	0	1	0	0	0
454	Graffi_1994	0	Chi è partito dopo aver salutato?	0	0	0	1	0	1	0	0	0
455	Graffi_1994	1	Ho detto che credo che Paola pensi che Leonardo abbia incontrato Francesco?	0	0	0	0	0	1	1	0	0
456	Graffi_1994	1	È partito dopo aver salutato Andrea.	0	0	1	0	0	0	1	0	0
458	Graffi_1994	0	Chi che Alessandro incontri è molto difficile?	0	0	0	1	0	1	0	0	0
459	Graffi_1994	0	Che argomento ti chiedi quando discuteremo?	0	0	0	1	0	1	0	0	0
461	Graffi_1994	1	Ha visto tua madre Edoardo, (non Riccardo).	0	1	1	0	0	0	0	0	0
463	Graffi_1994	1	Ho comprato il libro sulle disavventure giudiziarie di Riccardo.	0	0	1	0	0	0	1	0	0
464	Graffi_1994	0	Ho parlato sulle disavventure giudiziarie di Riccardo.	0	0	1	0	0	0	1	0	0
465	Graffi_1994	1	Alessandro ha detto che Alice ha incontrato Alessandro (e non Alessandro).	0	0	1	0	0	0	1	0	0
468	Graffi_1994	0	Se stesso inganna Lorenzo.	0	0	0	0	0	0	0	1	0
470	Graffi_1994	0	Giulia ha molto apprezzato la mia descrizione di se stessa.	0	0	1	0	0	0	1	0	0
471	Graffi_1994	1	Sofia ha dichiarato che lei non ha mi avuto niente a che fare con Edoardo.	0	0	1	0	0	0	1	0	0
472	Graffi_1994	1	Lorenzo ha ripetuto la propria ricostruzione dei fatti.	0	0	1	0	0	0	1	0	0
473	Graffi_1994	1	Tommaso ha ripetuto la sua ricostruzione dei fatti.	0	0	1	0	0	0	1	0	0
474	Graffi_1994	1	Andrea ha convinto Riccardo che la propria casa era andata in fiamme.	0	0	1	0	0	0	1	0	0
475	Graffi_1994	1	Io ho informato Leonardo che voi pensate che denunciare se stesso sia stato un errore.	0	0	1	0	0	0	1	1	0
476	Graffi_1994	1	Francesco ha calunniato se stesso.	0	0	0	0	1	0	0	0	0
477	Graffi_1994	0	Andrea ha calunniato.	0	0	1	0	0	0	1	0	0
478	Graffi_1994	0	Lorenzo crede di se stesso essere buono.	0	0	0	0	0	0	1	1	0
480	Graffi_1994	0	Quando non sai che argomento discuteremo?	0	0	0	1	0	1	0	0	0
486	Graffi_2008	1	A me questo discorso non mi piace.	0	0	0	0	0	0	1	0	0
488	Graffi_2008	1	Ho incontrato Alessandro e Giulia, e gli ho parlato di te.	0	0	0	0	0	0	1	0	0
492	Graffi_2008	1	Leonardo ha baciato Maria.	0	1	0	0	1	0	0	0	0
495	Graffi_2008	1	Riccardo ha promesso a Paola di partire.	0	0	1	0	0	0	1	0	0
498	Graffi_2008	1	Secondo me, l'opinione di Tommaso è questa: Beatrice vuole che Leonardo veda Lorenzo.	0	0	0	0	0	0	1	0	0
501	Graffi_2008	1	Alessandro vede Edoardo.	0	0	0	0	1	0	0	0	0
506	Graffi_2008	1	I ragazzi di cui mi ha parlato la ragazza partono.	0	0	1	0	0	0	1	0	0
507	Graffi_2008	1	La ragazza di cui mi hanno parlato i ragazzi parte.	0	0	1	0	0	0	1	0	0
508	Graffi_2008	0	La ragazza di cui mi hanno parlato i ragazzi partono.	0	0	1	0	0	0	1	0	0
509	Graffi_2008	1	I ragazzi di cui Lorenzo dice che mi ha parlato la ragazza partono.	0	0	1	0	0	0	1	0	0
510	Graffi_2008	1	I ragazzi di cui Lorenzo dice che Sofia sostiene che mi ha parlato la ragazza partono.	0	0	1	0	0	0	1	0	0
511	Graffi_2008	1	Chi pensi che Sofia affermi che Alessandro vuole sposare?	0	0	0	0	0	1	1	0	0
512	Graffi_2008	1	Penso che Giulia affermi che Leonardo vuole sposare Maria.	0	0	0	0	0	0	1	0	0
513	Graffi_2008	0	Chi pensi all'affermazione di Paola che Lorenzo vuole sposare?	0	0	0	0	0	1	1	0	0
514	Graffi_2008	1	Penso all'affermazione di Maria che Riccardo vuole sposare.	0	0	0	0	0	0	1	0	0
516	Graffi_2008	1	Paola mangia la mela.	0	0	0	0	1	0	0	0	0
517	Graffi_2008	1	Il coniglio mangia qualunque cosa.	0	0	0	0	1	0	0	0	0
521	Graffi_2008	1	Chi credi che verrà?	0	0	0	0	0	1	0	0	0
524	Graffi_2008	1	Lui dice che il professore ha raccomandato di leggere un libro di introduzione alla grammatica generativa.	0	0	0	0	0	0	1	0	0
526	Graffi_2008	1	Chi crede Alessandro che sua madre abbia baciato?	0	0	0	1	0	1	0	0	0
527	Graffi_2008	1	Per quale individuo x, Tommaso crede che sua madre abbia visto x.	0	0	0	0	0	0	1	0	0
528	Graffi_2008	0	Che libro il professore ha raccomandato di leggere un libro di grammatica generativa?	0	0	0	1	0	1	0	0	0
529	Graffi_2008	1	Francesco sa che Alessandro è partito.	0	0	0	0	0	0	1	0	0
530	Graffi_2008	0	Gabriele sa quell'uomo.	0	0	0	0	1	0	0	0	0
531	Graffi_2008	1	I nemici hanno subito una sconfitta.	0	0	0	0	1	0	0	0	0
532	Graffi_2008	1	Riccardo conosceva quell'uomo.	0	0	0	0	1	0	0	0	0
533	Graffi_2008	1	Alessandro ha conosciuto quell'uomo.	0	0	0	0	1	0	0	0	0
534	Graffi_2008	1	Tommaso conoscerà quell'uomo.	0	0	0	0	1	0	0	0	0
535	Graffi_2008	1	Tommaso ha preso un libro in biblioteca.	0	0	1	0	0	0	0	0	0
536	Graffi_2008	1	Francesco ha preso un raffreddore in biblioteca.	0	0	1	0	0	0	1	0	0
541	Graffi_2008	1	Per primo sono arrivato io, non tu.	0	1	1	0	0	0	0	0	0
542	Graffi_2008	0	Per primo sono arrivato me, non te.	0	1	1	0	0	0	0	0	0
544	Graffi_2008	1	In questo luogo sono arrivati molti ragazzi.	0	1	1	0	0	0	0	0	0
545	Graffi_2008	1	In questo luogo hanno camminato molti ragazzi.	0	1	1	0	0	0	0	0	0
546	Graffi_2008	0	In questo luogo, ne hanno camminato molti.	0	1	1	0	0	0	0	0	0
547	Graffi_2008	1	Riccardo ha colpito molti ragazzi.	0	1	0	0	1	0	0	0	0
548	Graffi_2008	1	Leonardo ne ha colpiti molti.	0	1	1	0	0	0	0	0	0
549	Graffi_2008	0	Camminato Tommaso, ci siamo sentiti meglio.	0	0	1	0	0	0	0	0	0
550	Graffi_2008	1	Arrivato Francesco, ci siamo sentiti meglio.	0	0	1	0	0	0	0	0	0
551	Graffi_2008	1	Colpito Riccardo, ci siamo sentiti meglio.	0	0	1	0	0	0	0	0	0
553	Graffi_2008	0	Sai se il professore ha raccomandato di leggere "Le strutture della sintassi"?	0	0	0	0	0	1	0	0	0
555	Graffi_2008	1	Il ragazzo lasciò la casa.	0	0	0	0	1	0	0	0	0
556	Graffi_2008	1	Chiudete le finestre?	0	0	0	0	1	1	0	0	0
557	Graffi_2008	1	Lorenzo ha promesso che partirà.	0	1	1	0	0	0	0	0	0
560	Graffi_2008	1	Tommaso ha colpito Maria.	0	1	1	0	0	0	0	0	0
561	Graffi_2008	1	Emma è stata colpita (da Leonardo).	0	1	1	0	0	0	0	0	0
562	Graffi_2008	1	Cosa ha fatto Alessandro?	0	1	0	0	0	1	0	0	0
563	Graffi_2008	1	Cosa è successo a Paola?	0	1	0	0	0	1	0	0	0
565	Graffi_2008	1	Dico che Alessandro ha colpito Giulia.	0	0	1	0	0	0	1	0	0
566	Graffi_2008	1	Chi dici che Riccardo ha colpito?	0	0	0	1	0	1	0	0	0
567	Graffi_2008	1	Penso all'affermazione di Alice che Lorenzo vuole sposare Emma.	0	0	0	0	0	0	1	0	0
569	Graffi_2008	1	Andrea ha donato un libro ad Emma.	0	0	1	0	0	0	0	0	0
571	Graffi_2008	1	Una vecchia legge la regola.	0	0	0	0	1	0	0	0	0
574	Graffi_2008	1	Il professore dice che lui ha raccomandato di leggere un libro di introduzione alla grammatica generativa, non una raccolta di favole.	0	0	0	0	0	0	1	0	0
575	Graffi_2008	1	Edoardo guarda se stesso.	0	0	0	0	1	0	0	0	0
577	Graffi_2008	1	Gli hanno detto che il professore vuole che leggiamo un libro di grammatica generativa.	0	0	1	0	0	0	1	0	0
579	Graffi_2008	1	Lui sostiene che il giovanotto dice sempre la verità.	0	0	0	0	0	0	1	0	0
580	Graffi_2008	1	Il giovanotto sostiene che lui dice sempre la verità.	0	0	0	0	0	0	1	0	0
581	Graffi_2008	1	Il suo difensore sostiene che il giovanotto dice sempre la verità.	0	0	0	0	0	0	1	0	0
582	Graffi_2008	1	Lui sostiene che l'uomo medio dice sempre la verità.	0	0	0	0	0	0	1	0	0
583	Graffi_2008	1	L'uomo medio sostiene che lui dice sempre la verità.	0	0	0	0	0	0	1	0	0
584	Graffi_2008	1	Il suo difensore sostiene che l'uomo medio dice sempre la verità.	0	0	0	0	0	0	1	0	0
585	Graffi-Scalise_2002	1	Maria mi ha colpito.	0	0	1	0	1	0	0	0	0
586	Graffi-Scalise_2002	1	I ragazzi dicono che Paola mi ha colpito.	0	0	1	0	0	0	0	0	0
591	Graffi-Scalise_2002	0	La donna che i ragazzi dicono che mi hanno colpito è Paola.	0	0	1	0	0	0	1	0	0
594	Graffi-Scalise_2002	1	Lorenzo scrisse una lettera.	0	0	0	0	1	0	0	0	0
595	Graffi-Scalise_2002	1	I bambini adorano i dolci.	0	0	0	0	1	0	0	0	0
596	Graffi-Scalise_2002	1	Adorano i dolci i bambini?	0	0	0	0	0	1	0	0	0
597	Graffi-Scalise_2002	1	Cosa adorano i bambini?	0	0	0	0	0	1	0	0	0
602	Graffi-Scalise_2002	1	Io ritengo Emma una buona giornalista.	0	0	0	0	0	0	1	0	0
603	Graffi-Scalise_2002	1	Io ritengo che Alice sia una buona giornalista.	0	0	0	0	0	0	1	0	0
604	Graffi-Scalise_2002	1	Giulia è ritenuta una buona giornalista.	0	0	1	0	0	0	1	0	0
605	Graffi-Scalise_2002	1	Paola è ritenuta da me una buona giornalista.	0	0	1	0	0	0	1	0	0
606	Graffi-Scalise_2002	0	Maria è ritenuta (da me) sia una buona giornalista.	0	0	1	0	0	0	1	0	0
607	Graffi-Scalise_2002	1	Gabriele ha sentito una storia su una foto di qualcuno.	0	0	1	0	0	0	1	0	0
608	Graffi-Scalise_2002	1	Di chi ha trovato una foto Leonardo?	0	0	0	1	0	1	0	0	0
609	Graffi-Scalise_2002	0	Di chi ha sentito una storia su una foto Riccardo?	0	0	0	1	0	1	0	0	0
610	Graffi-Scalise_2002	1	La gente che va alla Normale ama la fisica.	0	0	0	0	0	0	1	0	0
611	Graffi-Scalise_2002	1	Alessandro, che va alla Normale, ama la fisica.	0	0	0	0	0	0	1	0	0
612	Graffi-Scalise_2002	1	La gente che va alla Normale che ama la fisica otterrà il laboratorio.	0	0	0	0	0	0	1	0	0
613	Graffi-Scalise_2002	0	Andrea, che va alla Normale, che ama la fisica, otterrà il laboratorio.	0	0	0	0	0	0	1	0	0
618	Graffi-Scalise_2002	1	Il ragazzo legge il libro.	0	0	0	0	1	0	0	0	0
619	Graffi-Scalise_2002	0	Il cane legge il libro.	0	0	0	0	1	0	0	0	0
620	Graffi-Scalise_2002	0	La virtù legge il libro.	0	0	0	0	1	0	0	0	0
628	Graffi-Scalise_2002	0	Tommaso ha voglia andare al mare.	0	0	1	0	0	0	0	0	0
629	Graffi-Scalise_2002	1	Il poliziotto catturò il ladro.	0	0	0	0	1	0	0	0	0
631	Graffi-Scalise_2002	0	Riccardo cammina la strada.	0	0	0	0	1	0	0	0	0
632	Graffi-Scalise_2002	1	A mezzanotte, il poliziotto catturò il ladro davanti alla casa che aveva appena svaligiato.	0	0	0	0	0	0	1	0	0
635	Graffi-Scalise_2002	1	Il ladro catturò il poliziotto.	0	0	0	0	1	0	0	0	0
638	Graffi-Scalise_2002	1	Chi ha catturato il ladro?	0	0	0	0	0	1	0	0	0
639	Graffi-Scalise_2002	0	Il poliziotto ha.	0	1	0	0	0	0	0	0	0
642	Graffi-Scalise_2002	1	Andrea legge questi libri.	0	0	0	0	1	0	0	0	0
644	Graffi-Scalise_2002	1	Fino a qualche anno fa, La Slovacchia era unita alla Repubblica Ceca.	0	0	1	0	0	0	0	0	0
646	Graffi-Scalise_2002	1	Leonardo crede che Francesco abbia mentito.	0	0	1	0	0	0	0	0	0
647	Graffi-Scalise_2002	1	Riccardo è partito e Beatrice è rimasta a casa.	0	0	1	0	0	0	0	0	0
648	Graffi-Scalise_2002	1	Edoardo ha letto il giornale.	0	1	0	0	1	0	0	0	0
649	Graffi-Scalise_2002	1	Gabriele ha domandato da quale professore non era stato ancora interrogato Riccardo.	0	0	1	0	0	0	1	0	0
650	Graffi-Scalise_2002	1	Lorenzo ha detto che Tommaso ha comprato il giornale.	0	0	1	0	0	0	0	0	0
651	Graffi-Scalise_2002	1	Cosa ha detto Edoardo che Gabriele ha comprato?	0	0	0	1	0	1	0	0	0
652	Graffi-Scalise_2002	1	Cosa ha detto Alessandro che Edoardo crede che Alessandro abbia comprato?	0	0	0	1	0	1	0	0	0
653	Graffi-Scalise_2002	1	Cosa ha detto Francesco che Leonardo crede che Giulia pensi che Tommaso abbia comprato?	0	0	0	1	0	1	0	0	0
654	Graffi-Scalise_2002	1	Quale paese Gabriele crede che invaderanno?	0	0	0	1	0	1	0	0	0
656	Graffi-Scalise_2002	1	Edoardo ci ha fatto attendere tanto a lungo che ce ne siamo andati via.	0	0	1	0	0	0	1	0	0
657	Graffi-Scalise_2002	1	Se Riccardo fosse arrivato in orario, avremmo potuto cenare con calma.	0	0	1	0	0	0	0	0	0
658	Graffi-Scalise_2002	1	Benché Francesco fosse arrivato in orario, non trovò nessuno ad attenderlo.	0	0	1	0	0	0	0	0	0
659	Graffi-Scalise_2002	1	Abbiamo atteso Riccardo più a lungo di quanto fosse necessario.	0	0	1	0	0	0	0	0	0
660	Graffi-Scalise_2002	1	Che la Terra giri intorno al Sole è noto da molto tempo.	0	0	1	0	0	0	0	0	0
661	Graffi-Scalise_2002	1	Il fatto che Tommaso ci ha riferito tutti i particolari ci ha impressionato molto.	0	0	1	0	0	0	0	0	0
662	Graffi-Scalise_2002	1	Il fatto che Francesco ci ha riferito ci ha impressionato molto.	0	0	1	0	0	0	0	0	0
663	Graffi-Scalise_2002	1	Lorenzo ha promesso a Paola che partirà domani.	0	0	1	0	0	0	0	0	0
664	Graffi-Scalise_2002	1	Alessandro ha promesso a Paola di partire domani.	0	0	1	0	0	0	0	0	0
665	Graffi-Scalise_2002	1	Dopo che ebbe salutato la moglie, Riccardo uscì.	0	0	1	0	0	0	0	0	0
668	Graffi-Scalise_2002	1	Quale paese crede Riccardo che invaderanno?	0	0	0	0	0	1	0	0	0
671	Graffi-Scalise_2002	1	Quel ragazzo picchia quei signori.	0	0	0	0	1	0	0	0	0
672	Graffi-Scalise_2002	1	Quel ragazzo teme le guerre.	0	0	0	0	1	0	0	0	0
673	Graffi-Scalise_2002	0	Quei ragazzi picchia quel signore.	0	0	0	0	1	0	0	0	1
674	Graffi-Scalise_2002	0	Quei ragazzi teme la guerra.	0	0	0	0	1	0	0	0	0
675	Graffi-Scalise_2002	1	La dottrina espone qualcosa.	0	0	0	0	1	0	0	0	0
676	Graffi-Scalise_2002	1	Qualcuno espone la dottrina.	0	0	0	0	1	0	0	0	0
677	Graffi-Scalise_2002	1	Alessandro ha ferito qualcuno.	0	0	0	0	1	0	0	0	0
678	Graffi-Scalise_2002	1	Qualcuno ha ferito Riccardo.	0	0	1	0	0	0	0	0	0
679	Graffi-Scalise_2002	1	Quando Andrea era già partito da tempo, Edoardo finalmente arrivò.	0	0	1	0	0	0	0	0	0
680	Graffi-Scalise_2002	1	Quando Edoardo fu finalmente arrivato, Gabriele potè partire.	0	0	1	0	0	0	0	0	0
681	Graffi-Scalise_2002	1	Quando Leonardo sarà arrivato, Lorenzo potrà partire.	0	0	1	0	0	0	0	0	0
683	Graffi-Scalise_2002	1	L'anno scorso, Edoardo ha scritto un libro.	0	0	1	0	0	0	0	0	0
686	Graffi-Scalise_2002	1	Riccardo disse che sarebbe arrivato alle quattro.	0	0	1	0	0	0	0	0	0
689	Graffi-Scalise_2002	1	Sapevo che eri qui.	0	1	0	0	0	0	0	0	0
690	Graffi-Scalise_2002	1	Edoardo ha detto che era malato.	0	1	0	0	0	0	0	0	0
693	Graffi-Scalise_2002	1	Lorenzo si è dimenticato di chiudere la porta e allora, visto che aveva dimenticato anche le chiavi, ha dovuto sfondarla.	0	0	0	0	0	0	1	0	0
694	Graffi-Scalise_2002	1	Riccardo ha cotto le uova.	0	0	0	0	1	0	0	0	0
695	Graffi-Scalise_2002	1	Riccardo ha cotto una frittata.	0	0	0	0	1	0	0	0	0
698	Graffi-Scalise_2002	1	Gabriele è scapolo e non è sposato.	0	1	0	0	0	0	0	0	0
699	Graffi-Scalise_2002	1	Alessandro è un canarino ed è un uccello.	0	1	0	0	0	0	0	0	0
700	Graffi-Scalise_2002	1	Lorenzo è un canarino ed non è un uccello.	0	1	0	0	0	0	0	0	0
701	Graffi-Scalise_2002	1	L'attuale re di Francia non è calvo.	0	1	0	0	0	0	0	0	0
702	Graffi-Scalise_2002	1	Attualmente c'è un re di Francia.	0	1	0	0	0	0	0	0	0
713	Simone-Masini_2013	1	Qualcuno dorme.	0	0	0	0	1	0	0	0	1
721	Simone-Masini_2013	1	Edoardo sta dormendo.	0	0	1	0	0	0	0	0	0
722	Simone-Masini_2013	1	Tommaso, che ha bevuto la camomilla, dorme.	0	0	1	0	0	0	1	0	0
723	Simone-Masini_2013	1	Riccardo, che ha bevuto la camomilla che gli hai portato tu, dorme.	0	0	1	0	0	0	1	0	0
724	Simone-Masini_2013	1	Mi ha dato uno schiaffo … o una carezza violenta?	0	0	0	0	0	1	0	0	0
725	Simone-Masini_2013	1	Mi ha dato uno schiaffo?	0	1	0	0	0	1	0	0	0
726	Simone-Masini_2013	1	Mi ha dato una carezza violenta?	0	1	0	0	0	1	0	0	0
727	Simone-Masini_2013	1	Ho strappato il libro.	0	1	1	0	0	0	0	0	0
728	Simone-Masini_2013	1	Ho letto il libro.	0	1	1	0	0	0	0	0	0
729	Simone-Masini_2013	1	Parigi è antica, popolata, democratica e piena di vita.	0	1	0	0	0	0	0	0	0
730	Simone-Masini_2013	1	Questo è Parigi?	0	1	0	0	0	1	0	0	0
731	Simone-Masini_2013	1	La folla si è dispersa.	0	1	0	0	0	0	0	0	0
732	Simone-Masini_2013	1	Sono arrivati una folla di ragazzi.	0	1	1	0	0	0	0	0	0
735	Simone-Masini_2013	1	Sto parlando dello stato.	0	0	1	0	0	0	0	0	0
740	Simone-Masini_2013	1	Le ho comprato un po' di pane.	0	0	1	0	1	0	0	0	0
741	Simone-Masini_2013	1	Francesco saluta Sofia.	0	0	0	0	1	0	0	0	0
743	Simone-Masini_2013	1	Ho bevuto il vino che Tommaso mi ha portato.	0	0	1	0	0	0	1	0	0
744	Simone-Masini_2013	1	Le persone a cui non piace il vino non sanno quanto è buono.	0	1	0	0	0	0	1	0	0
745	Simone-Masini_2013	1	Tommaso beve troppo vino.	0	0	0	0	1	0	0	0	0
746	Simone-Masini_2013	1	È Tommaso che beve troppo vino.	1	0	0	0	0	0	0	0	0
749	Simone-Masini_2013	1	Ho parlato alla zia del parroco.	0	0	1	0	0	0	0	0	0
750	Simone-Masini_2013	1	Ho parlato del parroco alla zia.	0	0	1	0	0	0	0	0	0
751	Simone-Masini_2013	1	Ho parlato con la donna di cui il parroco è nipote.	0	0	1	0	0	0	0	0	0
754	Simone-Masini_2013	1	Alessandro ha telefonato a Giulia.	0	0	1	0	0	0	0	0	0
755	Simone-Masini_2013	1	Sono andato subito via.	0	0	1	0	0	0	0	0	0
756	Simone-Masini_2013	1	Io ho visto.	0	1	1	0	0	0	0	0	0
760	Simone-Masini_2013	1	I ragazzi e le ragazze sono arrivati.	0	0	1	0	0	0	0	0	0
761	Simone-Masini_2013	1	I ragazzi sono arrivati.	0	0	1	0	0	0	0	0	0
762	Simone-Masini_2013	1	Ho visto una persona che affascina.	0	1	1	0	0	0	0	0	0
763	Simone-Masini_2013	1	Ho visto una persona.	0	1	1	0	0	0	0	0	0
764	Simone-Masini_2013	0	Ho visto che affascina.	0	1	1	0	0	0	0	0	0
765	Simone-Masini_2013	1	Il figlio di Maria è arrivato tardi.	0	0	1	0	0	0	0	0	0
766	Simone-Masini_2013	1	È il figlio di Beatrice che è arrivato tardi.	1	0	1	0	0	0	0	0	0
767	Simone-Masini_2013	0	È figlio di che il di Sofia è arrivato tardi.	1	0	1	0	0	0	0	0	0
768	Simone-Masini_2013	1	In macchina, siamo usciti.	0	0	1	0	0	0	0	0	0
769	Simone-Masini_2013	0	Usciti siamo in macchina.	0	0	1	0	0	0	0	0	0
770	Simone-Masini_2013	1	Siamo usciti in macchina coi bambini.	0	0	1	0	0	0	0	0	0
